Gen 	 Parameters 	 	 Fitnesses 
1:[0.0008837103463776088, 0.03221270034781516, 0.08314714620659391, 0.0011855255332118475, 0.04264126767916661, 0.06345066770167153, 0.5686470319277728, 0.1657104295762236, 0.7968539391420052]:(0.003374569185713227, 0.875, 1.0, 1.0, 1.0, 1.0)
1:[0.005615595742570885, 0.0682642003480382, 0.05881650078712101, 0.004628144144619574, 0.014755586161758864, 0.07794806556567652, 0.3665971010921644, 0.5128522043331479, 0.37363464178185646]:(0.002641793448716123, 0.875, 1.0, 1.0, 1.0, 1.0)
1:[0.007070963662418893, 0.04294274372911087, 0.0787769312410372, 0.002734004043334049, 0.050738104577153435, 0.041040045494253184, 0.5040310085611912, 0.031477907870848275, 0.4974790036036404]:(0.0033427483736653274, 0.875, 1.0, 1.0, 1.0, 1.0)
1:[0.002553509315017082, 0.09257159110180008, 0.08984009899907731, 0.004291259176464095, 0.09717316121098016, 0.006432674867489422, 0.26851911384181415, 0.3951263768021577, 0.9279225250751907]:(0.03498031062360146, 0.6666666666666666, 0.00070756, 0.6920279620771271, 0.04292144516476549, 0.5202902445579146)
1:[0.000713168032666684, 0.03835893602879275, 0.09681408810719665, 0.001905078871336336, 0.08021194514696935, 0.048936778597548594, 0.5776403666553478, 0.27104030240430954, 0.15767376824939322]:(0.004003133435187782, 0.875, 1.0, 1.0, 1.0, 1.0)
1:[0.006233908917942215, 0.0009987820402968448, 0.07573454505172364, 0.0005229599703394661, 0.009844348908454943, 0.08381001579399312, 0.2596923883193402, 0.76392759677173, 0.1757580752911895]:(0.0024302723169548957, 0.875, 1.0, 1.0, 1.0, 1.0)
1:[0.00826099508337264, 0.09818835251329633, 0.09618815108776674, 0.003591279886648655, 0.0698378269617949, 0.0814914859587109, 0.6695362139860098, 0.07349627335354526, 0.06067300939466877]:(0.004915172851525064, 0.875, 1.0, 1.0, 1.0, 1.0)
1:[0.008191420481174052, 0.08238134581060749, 0.053409970326706066, 0.009659960854501631, 0.04359070310361228, 0.059191724645291446, 0.650616124931227, 0.024090101325990307, 0.5031662942933625]:(0.004572528061534461, 0.875, 1.0, 1.0, 1.0, 1.0)
1:[0.0002819690239313316, 0.05154997345896243, 0.044312935855250375, 0.00987612932422352, 0.047607109244412964, 0.051016191333186016, 0.2624781216767183, 0.35060365403553767, 0.22341863142765658]:(0.0023034459629700183, 0.875, 1.0, 1.0, 1.0, 1.0)
1:[0.009795248115288289, 0.05699558498453228, 0.07186289388538368, 0.004219788889889632, 0.030639973600969848, 0.05165449275883463, 0.8316592360060537, 0.5733747243866565, 0.49656756843868455]:(0.0061118540855578845, 0.875, 1.0, 1.0, 1.0, 1.0)
