Gen 	 Parameters 	 	 Fitnesses 
1:[0.0003587382091097001, 0.02129140420919152, 0.09990661534255807, 0.007106234631844074, 0.01004303676586977, 0.09168582326593046, 0.34815012431931197, 0.6213801996490753, 0.7445019328842517]:(0.05430735019192759, 0.6666666666666666, 0.00022801, 0.6596720982194959, 0.04369032187230432, 0.5442085460897609)
1:[0.004586470585571709, 0.02337752776381632, 0.0648481525705902, 0.008349265235958463, 0.07692982280021439, 0.08879261265139485, 0.32526216829964977, 0.45051172187163896, 0.3958354040912527]:(0.028258942799588894, 0.6666666666666666, 0.000324, 0.49699163642552474, 0.030511758711797936, 0.6191883902176833)
1:[0.008219325100241145, 0.0781341156924382, 0.06853203942392588, 0.009372449611484637, 0.08695856584722002, 0.06728423986083944, 0.30282084604054393, 0.19588933555529323, 0.2647753970649825]:(0.0027206978227769458, 0.875, 1.0, 1.0, 1.0, 1.0)
1:[0.009461797687048792, 0.03391984776577695, 0.09923868260818959, 0.0038024980170324216, 0.022012234617920977, 0.09069846425543923, 0.5961385693552443, 0.06207423194640422, 0.5494660045943193]:(0.004164271683821662, 0.875, 1.0, 1.0, 1.0, 1.0)
1:[0.0038091990577821806, 0.05096315690784938, 0.06133637209396799, 0.0007023446949807039, 0.025286978011001632, 0.031754366181906246, 0.9742742482914801, 0.5521325534023864, 0.2510017857247198]:(0.006786220966427226, 0.875, 1.0, 1.0, 1.0, 1.0)
1:[0.0021072093996548067, 0.06109772206634947, 0.07520938651985769, 0.003023685165826305, 0.03318456469309484, 0.08057825287700345, 0.6364993476127986, 0.21502430501848635, 0.6377029689289765]:(0.0041071140497090375, 0.875, 1.0, 1.0, 1.0, 1.0)
1:[0.0036594684581997224, 0.0054782349206106765, 0.007634472743198206, 0.008910627443117148, 0.05539836860101871, 0.0877050112145435, 0.9177077237477684, 0.9002822625639603, 0.6423628948489395]:(0.006424992067390371, 0.875, 1.0, 1.0, 1.0, 1.0)
1:[0.009387054316328003, 0.01540091611660706, 0.08453095767631193, 0.006845479812352776, 0.07825097210814401, 0.02997008533794169, 0.7988007111458322, 0.21710557318744333, 0.6181709703456235]:(0.005810649696607363, 0.875, 1.0, 1.0, 1.0, 1.0)
1:[0.008368688899235095, 0.09414853454521616, 0.02114362637094171, 0.009465881304292226, 0.011864712829860227, 0.031983004547305974, 0.20285445874650992, 0.8569975988405633, 0.9628876517859699]:(0.013730865673203542, 0.6666666666666666, 0.0010080625, 0.6950127443745718, 0.04832946432498395, 0.5936576189196452)
1:[0.0016273664775076128, 0.09639261909169815, 0.07269348384151143, 0.0001629382764659481, 0.09375679500927736, 0.04248060735058871, 0.4200627076825831, 0.0704477178844097, 0.26944303468378744]:(0.0027513198428542637, 0.875, 1.0, 1.0, 1.0, 1.0)
1:[0.004827130447237849, 0.013691927456855824, 0.03414682156644508, 0.00924499751348078, 0.060984182786908966, 0.06949693366512583, 0.9312320607112823, 0.0776073715832081, 0.5149880319001521]:(0.006403415725639439, 0.875, 1.0, 1.0, 1.0, 1.0)
1:[0.0021820349417928414, 0.0020117973729088267, 0.025419735641733724, 0.0017184027751413608, 0.016728847524451092, 0.039577772857595506, 0.7963669219133592, 0.4148516251349512, 0.38614848402597207]:(0.005389831987692332, 0.875, 1.0, 1.0, 1.0, 1.0)
1:[0.002456055019834613, 0.05976675421643866, 0.07834906438834845, 6.965398282103646e-05, 0.04917174642345679, 0.0406735788043785, 0.16535013618634467, 0.8207464917730826, 0.6243314421851136]:(0.032316413090101456, 0.0, 0.0008094025, 1.0334438138535738, 0.24771866914698334, 0.6346998157745218)
1:[0.0023837190984975372, 0.03246751745207995, 0.03745567804235635, 0.007560785971529417, 0.018012757711711604, 0.0731451364388395, 0.7144416929716167, 0.5648917372837459, 0.39131950392025705]:(0.004931212954719306, 0.875, 1.0, 1.0, 1.0, 1.0)
1:[0.008823013923078236, 0.08456534671183893, 0.056116904482575766, 0.006670496884629525, 0.015948233167464385, 0.008786472765284666, 0.18260013611700115, 0.1009807354242287, 0.8347904708995713]:(0.052780373656721696, 0.6666666666666666, 0.0010465225, 0.7249397017800656, 0.023913427126229972, 0.40876108572964265)
1:[0.008915777504066092, 0.032505971250694286, 0.035143221091154114, 0.0030396750154801926, 0.01165450680565647, 0.030775250000559612, 0.6871969461076148, 0.3550176087378563, 0.038655150918495196]:(0.005054195137768537, 0.875, 1.0, 1.0, 1.0, 1.0)
1:[0.005646856887150385, 0.05241863415806135, 0.045693408424254026, 0.005868784815188796, 0.05333845284892064, 0.07549179023168723, 0.4569157947269542, 0.015380472772879485, 0.11654325085652216]:(0.003281872027024027, 0.875, 1.0, 1.0, 1.0, 1.0)
1:[0.005070274096954366, 0.08650484949282446, 0.016836168687221844, 0.0009570109010180213, 0.0652997437008596, 0.04307639955883043, 0.7827764562397477, 0.7911016288975931, 0.8927779577954177]:(0.0053881590182074095, 0.875, 1.0, 1.0, 1.0, 1.0)
1:[0.009485393701345792, 0.028554340388066698, 0.042792807753017165, 0.0016043132991120466, 0.04216630903616605, 0.07093758967451572, 0.9377571796003423, 0.934922166044509, 0.09911539338980602]:(0.006988732924458726, 0.875, 1.0, 1.0, 1.0, 1.0)
1:[0.0024829254629733493, 0.023940576171977698, 0.004127202807868293, 0.008549838764455314, 0.020430195360466846, 0.09569075562306101, 0.12426706154806487, 0.628689312041508, 0.6124037175518188]:(0.014327904566007146, 0.36363636363636365, 0.00094249, 0.9264499701077873, 0.1729609286207478, 0.6145299361127243)
1:[0.004357607775968467, 0.04039720388943945, 0.09577203324328484, 0.00022504512837526511, 0.0045436567278273115, 0.06135032530173233, 0.7608278356090752, 0.9686852342366837, 0.12557120915747913]:(0.005465376867596792, 0.875, 1.0, 1.0, 1.0, 1.0)
1:[0.006791000527911624, 0.01280875082953849, 0.07927834585264469, 0.004737236108021775, 0.0009627075481390081, 0.042653190947363924, 0.13135752104440102, 0.10618919974277231, 0.6608987164951956]:(0.05094688868621424, 0.6666666666666666, 0.0010660225, 0.6934827282434487, 0.027370872631019002, 0.3106691749529696)
1:[0.0002571042549993748, 0.01439003674805204, 0.011581341542276994, 0.003853879481023652, 0.03986677558414283, 0.0800089710244446, 0.19770282535112815, 0.34868036302684685, 0.3980017544350296]:(0.010168067987698485, 0.5, 0.000441, 0.7124562711839034, 0.10195416644709418, 0.6130040262003484)
1:[0.0035321560639262864, 0.0608892055852364, 0.019005059375625858, 0.0036168645419243973, 0.06799290049456864, 0.07031451810428696, 0.1486024716156088, 0.9509623855053011, 0.8588471809865733]:(0.012373062350771583, 0.5, 0.0010272025, 0.817788369639062, 0.13839171035941136, 0.6252028123309896)
